                               Game of the Rope - Description of the internal state

Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5     Trial    
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 13 13 13 . - - - 02 -3
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 13 13 13 . - - - 02 -3
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 13 13 13 . - - - 02 -3
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 13 13 13 . - - - 02 -3
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 03 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . - - - 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . 12 12 12 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 9 9 9 . - - - 03 -8
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 03 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 04 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 04 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 04 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 9 9 9 04 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 9 9 9 04 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 10 10 10 . 9 9 9 04 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 9 9 9 04 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 9 9 9 04 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 9 9 9 04 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 04 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 04 --
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 04 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . 7 7 7 05 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 7 7 7 . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 05 -12
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 05 -12
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 06 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 06 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 06 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 6 6 6 . - - - 06 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 6 6 6 . 7 7 7 06 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 6 6 6 . 7 7 7 06 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 6 6 6 . 7 7 7 06 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 6 6 6 . 7 7 7 06 --
